"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","SOURCE","CODE","SEVERITY"
2001,"South Africa","7 Mile Reef, Sodwana Bay",-27.478,32.7017,"During winter, the majority of bleached corals had a high proportion of only slightly bleached colonies (Table 3) and four taxa suffered mortalities. The Alcyonacea were highly susceptible to bleaching as two out of the three bleached taxa (Lobophytum and Sinularia ) were recorded with mortalities.
<a href=""http://www.reefbase.org/threats/images/7_mile_sondawa_2000.pdf"" target=""_blank""> Taxon susceptibility to bleaching table </a>","Floros, C.D., M.J. Samways and B. Armstrong, 2004.  Taxonomic patterns of bleaching within a South African coral assemblage. Biodiversity and Conservation 13 (6): 1175-1194","ZAF","LOW"
2000,"South Africa","Four-Mile Reef, Sodwana Bay",-27.506,32.692,"Bleached colonies rare (<1%).","Celliers, L. and M. H. Schleyer, 2002.  Coral bleaching on high-latitude marginal reefs at Sodwana Bay, South Africa. Marine Pollution Bulletin Volume 44, Issue 12: 1380-1387","ZAF","NONE"
2000,"South Africa","Nine-Mile Reef, Sodwana Bay",-27.421,32.732,"Patchy bleaching primarily of scleractinian corals and large tracts (24 m2) of an encrusting sponge (observational data only).","Celliers, L. and M. H. Schleyer, 2002.  Coral bleaching on high-latitude marginal reefs at Sodwana Bay, South Africa. Marine Pollution Bulletin Volume 44, Issue 12: 1380-1387","ZAF","UNKNOWN"
2000,"South Africa","Seven-Mile Reef, Sodwana Bay",-27.422,32.739,"No bleaching observed.","Celliers, L. and M. H. Schleyer, 2002.  Coral bleaching on high-latitude marginal reefs at Sodwana Bay, South Africa. Marine Pollution Bulletin Volume 44, Issue 12: 1380-1387","ZAF","NONE"
1998,"South Africa","Sodwana",-27.5333,32.6833,"minimal bleaching","Goreau,T. and McClanahan, T. 2000. Conservation of Coral Reefs after the 1998 Global Bleaching Event. Conservation Biology. 14(1):5-15","ZAF","LOW"
1998,"South Africa","South Africa 26-27deg S",-33.6,26.9,"less than 1% bleached","CORDIO Newsletter October 2000","ZAF","LOW"
2000,"South Africa","Two-Mile Reef, Sodwana Bay",-27.526,32.688,"Patchy bleaching, primarily of scleractinian corals (12:2 +- 5:2% of the
total reef cover). 47:1 +- 16:5% of the bleached corals were completely
while 44:3 +- 17:4% were partially bleached. Only 4:6 +- 8:5% of the bleached
corals manifested bacterial infections. 28:9 +- 24:9% of the colonies were
protected by shading and manifested signs of photosensitivity.","Celliers, L. and M. H. Schleyer, 2002.  Coral bleaching on high-latitude marginal reefs at Sodwana Bay, South Africa. Marine Pollution Bulletin Volume 44, Issue 12: 1380-1387","ZAF","LOW"
1998,"Tanzania","Bawi",-6.1925,39.1349,NA,"CORDIO","TZA","MEDIUM"
1998,"Tanzania","Chapwani and Changuu reefs",-6.1274,39.1742,NA,"CORDIO","TZA","HIGH"
1998,"Tanzania","Chole Bay",-7.98333333333333,39.7833333333333," 100% of the hard corals were dead.","ReefBase","TZA","HIGH"
1998,"Tanzania","Chumba Cha Chumbo",-10.298,40.3604,"10","Reef Check Data 2014","TZA","MEDIUM"
1998,"Tanzania","Chumbe",-6.3031,39.195,NA,"CORDIO","TZA","MEDIUM"
1994,"Tanzania","Chumbe Island",-6.35,39.225,"Appears to occurr after extreme low tides when corals have been exposed for long periods. Degree of damage appears to be greater when several low tides occurr colse together. Most of the affected corals seem to recover within two months of the event.","ReefBase","TZA","UNKNOWN"
1998,"Tanzania","Chumbe Island",-6.35,39.225,"Survival after bleaching was about 60-80% Bleaching of hard corals were estimated to be 80-95%.","ReefBase","TZA","HIGH"
1993,"Tanzania","Chumbe Island",-6.35,39.225,"Extent Unspecified; First documented in September 1993.","ReefBase","TZA","UNKNOWN"
1998,"Tanzania","Dar es Salaam",-6.8,39.2833,"bleaching","CORDIO Newsletter October 2000","TZA","MEDIUM"
1998,"Tanzania","Kinasi Pass",-7.96666666666667,39.7833333333333," In the ""coral gardens"" of Kinasi Pass, 80-90% of hard coral have died.","ReefBase","TZA","HIGH"
1998,"Tanzania","Kunduchi",-6.6667,39.2167,"Moderate bleaching","GCRMN 2000. Chapter 4","TZA","MEDIUM"
1998,"Tanzania","Mafia Island",-7.83333333333333,39.8333333333333,"The Mafia Marine Park is considered as the best coral reef in the country with almost 100%mixed coral community cover over vast areas. By the end of October, 80-100% of corals had died.","ReefBase","TZA","HIGH"
2001,"Tanzania","Mafia Island Marine Park",-7.9516,39.8137,"some bleaching","CORDIO Newsletter 3 May 2001","TZA","LOW"
1998,"Tanzania","Mafia Island Marine Park",-7.9516,39.8137,"80-100%","Wilkinson, Clive","TZA","HIGH"
1998,"Tanzania","Misali",-5.28333333333333,39.6333333333333," In 1994 Misali Reef was dominated by live hard coral (51% & 74%, see Horrilet al., 1994). However, this decreased to 17% and 7%  respectively in March 1999, after the bleaching event in 1998.","ReefBase","TZA","HIGH"
1998,"Tanzania","Misali Reef, Pemba Island",-5.2333,39.6,"severe bleaching 60-90%","GCRMN 2000. Chapter 4","TZA","HIGH"
2003,"Tanzania","Mkwaja Village, Tanga Region",-5.78,38.85,"The Tanga Coastal Zone Conservation and Development Programme conducted from 16 to 21 April their semi-annual reef monitoring programme in the Southern part of the Tanga Region. In that period the reefs of Mkwaja and Kipumbwi Villages were assessed. Several species of fungid corals are either fully bleached or dead. In addition, Porites spp. and Acropora spp are paling or are completely bleached. Fully bleached colonies were mainly observed in shallow water, similar as reported by David Obura for Kenya. 
 
At the moment the surface water temperature of Tanga area is 28.6 Celcius. No significant rainfall has occurred during the past few months and we have encountered recently extreme spring tides.","Eric Verheij - TA TCZCDP, Hassan Kalombo - Reef Monitroing Co-ordinator TCZCDP
Coral-list@coral.aoml.noaa.gov
4/22/2003","TZA","UNKNOWN"
1998,"Tanzania","Mnazi Bay, Tanzania",-10.3477,40.3384,"15-25%","Wilkinson, Clive","TZA","MEDIUM"
2008,"Tanzania","Pangani,  Tanga",-5.5,39.07,"0% of recorded recently killed coral on substrate is result of bleaching","Reef Check, Submitted by Hassan Kalombo. Site ID  39.03.59E.05.29.50S","TZA","NONE"
2008,"Tanzania","Pangani,  Tanga",-5.54,39.04,"0% of recorded recently killed coral on substrate is result of bleaching","Reef Check, Submitted by Hassan Kalombo . Site ID 39.22.244E.5.32.433S","TZA","NONE"
1998,"Tanzania","Pemba Island",-5.1667,39.8,"extensive","CORDIO Newsletter October 2000","TZA","HIGH"
1998,"Tanzania","Ravula",-10.3025,40.3867,"20","Reef Check Data 2019","TZA","MEDIUM"
2010,"Tanzania","Site 1 & 2,  Changuu, Zanzibar",-6.1203,39.1654,NA,"Observer USSI & MUHANDO
Report submitted by Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).","TZA","MEDIUM"
2010,"Tanzania","Site 1, BAWE, Zanzibar",-6.1481,39.1304,NA,"Observer : USSI 
Report submitted by Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).","TZA","MEDIUM"
2010,"Tanzania","Site 2, BAWE, Zanzibar",-6.1482,39.1303,NA,"Observer : USSI&EVANS
Report submitted by  Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).","TZA","MEDIUM"
2010,"Tanzania","Site 3, BAWE, Zanzibar",-6.1483,39.1302,NA,"Observer : USSI&MUHANDO
Report submitted by  Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).","TZA","MEDIUM"
2010,"Tanzania","Site 3, CHUMBE, Zanzibar",-6.2786,39.1782,NA,"Observer ; MUHANDO&EVANS 
Report submitted by Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).","TZA","LOW"
2010,"Tanzania","Site 4, BAWE, Zanzibar",-6.1484,39.1301,NA,"Observer USSI&MUHANDO
Report submitted by Dr. Christopher A. Muhando (muhando@ims.udsm.ac.tz), Institute of Marine Sciences (IMS).","TZA","MEDIUM"
1998,"Tanzania","Tanga Coral Gardens",-5.11666666666667,39.2166666666667," About 25% of corals were bleached.","ReefBase","TZA","MEDIUM"
2003,"Tanzania","Tanga Town to Kigombe village",-5.187,39.103,"In that period only minor paling of a small number of colonies was observed, mainly Pocillopora spp.. The surface water temperature of Tanga area is 28 Celcius.","Hassan Kalombo - Reef Monitroing Co-ordinator TCZCDP
Coral-list@coral.aoml.noaa.gov
4/16/2003","TZA","LOW"
1998,"Tanzania","Tanga, Tanzania",-5.025,39.24,"25%","Wilkinson, Clive","TZA","MEDIUM"
1998,"Tanzania","Tanzania",-8.7242,39.5216,"70% bleaching","Coral Listserver","TZA","HIGH"
1998,"Tanzania","Tutia Island",-8.11666666666667,39.7,"Minimal bleaching","ReefBase","TZA","HIGH"
1998,"Tanzania","Tutia Island",-8.11666666666667,39.7," There is less than 5% coral still alive, with heavy mortality of hard corals.","ReefBase","TZA","HIGH"
1998,"Tanzania","Tutia Reef, Mafia Island Marine Park",-7.6667,40.6667,"severe bleaching","Lindahl, U., Ohman, M.C. and Schelten, C.K. 2001. The 1997/1998 Mass Mortality of Corals: Effects on Fish Communities on a Tanzanian Coral Reef. Marine Pollution Bulletin. 42(2):127-131","TZA","HIGH"
1998,"Tanzania","Unguja Island, Zanzibar",-6.3167,39.3667,"Moderate bleaching; 10% bleaching","GCRMN 2000. Chapter 4","TZA","MEDIUM"
1998,"Tanzania","W coast Zanzibar Island",-6.1667,39.3333,"bleaching","CORDIO Newsletter October 2000","TZA","MEDIUM"
1998,"Tanzania","Zanzibar Islands",-6,39.55,"Two factors seem to be associated with coral bleaching in Tanzania:water temperature and rainfall (salinity). The water temperature was 30.5°C, about 2°C higher than in the previous year (28.5°C). ","ReefBase","TZA","MEDIUM"
1998,"Tanzania","Zanzibar Islands",-6,39.55," Moderate bleaching; Bleaching between 25% to 50%.","ReefBase","TZA","MEDIUM"
1998,"Comoros","Canzoni",-12.3,43.8,"39% mortality on inner slopes. Outer slopes had 67% mortality","GCRMN 2000. Chapter 5","COM","HIGH"
1998,"Comoros","Comoros",-12.1,43.8,"In Grand Comore, bleaching was observed as 50m round patches, probably linked to underground freshwater runoff. Roughly 55% of the corals had died during this particular bleaching event.","ReefBase","COM","MEDIUM"
1998,"Comoros","Grande Comore",-11.4909,43.401,NA,"CORDIO","COM","HIGH"
1998,"Comoros","Itsamia",-12.35,43.8667,"Moderate bleaching; 45% dead coral died due to bleaching","GCRMN 2000. Chapter 5","COM","MEDIUM"
1998,"Comoros","Mayotte Island",-12.7,45.2,"80% on outer barrier reef died","Coral Listserver","COM","HIGH"
1983,"Comoros","Mayotte Island",-12.8333333333333,45.2166666666667," ","ReefBase","COM","HIGH"
1986,"Comoros","Mayotte Island",-12.8333333333333,45.2166666666667,"In May 1986, massive coral reef bleaching and high mortalities occurred on the coral reefs of Mayotte Island (Mozambique Channel) which closely resembled the event there in 1983 (pers comm Thomassin). ","ReefBase","COM","HIGH"
1983,"Comoros","Mayotte Island",-12.8333333333333,45.2166666666667," ","ReefBase","COM","MEDIUM"
1998,"Comoros","Mayotte Island",-12.8333333333333,45.2166666666667," Very high mortality seen on the outer slope.","ReefBase","COM","HIGH"
1998,"Comoros","Mitsmiouli ",-11.4167,43.3,"40-50% coral bleached","GCRMN 2000. Chapter 5","COM","HIGH"
1998,"Comoros","Mohéli",-12.2755,43.75,"50% corals bleached","CORDIO","COM","HIGH"
2010,"Comoros","Moheli, Ngazidja",-11.583,43.333,"% live coral bleached - 2%","Report submitted by Dr. Jerker Tamelander, IUCN
Source of data : david Obura, Cordio","COM","UNKNOWN"
2008,"Madagascar","Andavadoaka, Befandefa",-22.12,43.2,"1% of recorded recently killed coral on substrate is result of bleaching","Reef Check, Submitted by Blue Ventures. Site ID 43.11.49.7E.22.07.22.3S","MDG","LOW"
2002,"Madagascar","Ankarea, Mitsio Is.",-12.846,48.573,"Bleaching was light and appeared to be in the early stages (evidenced by slight discoloration of coral tissue)","Conservation International, 2002.  Preliminary report: Marine RAP Survey of Northwest Madagascar.  Conservation International, Washington D.C.","MDG","LOW"
1998,"Madagascar","Antanambe",-16.5,49.85,"30%","Wilkinson, Clive","MDG","MEDIUM"
2002,"Madagascar","Bank Marie, Mitsio Is.",-12.935,48.538,"Bleaching was light and appeared to be in the early stages (evidenced by slight discoloration of coral tissue)","Conservation International, 2002.  Preliminary report: Marine RAP Survey of Northwest Madagascar.  Conservation International, Washington D.C.","MDG","LOW"
1998,"Madagascar","Belo sur Mer",-19.5915,44.425,"30%","Wilkinson, Clive","MDG","MEDIUM"
2009,"Madagascar","Ifaty, Toliara",-23.15,43.07,"0% of recorded recently killed coral on substrate is result of bleaching","Reef check submitted by Martina Nawratil. Site ID : 43.4.16.62E.23.9.1.1S","MDG","NONE"
2009,"Madagascar","Ifaty, Tulear",-23.15,43.57,"substrate: 3.5: Turbinaria, 9.5: Turbinaria, 16:Hard Coral  Bleached","Reef Check Submitted by Julia Smith. Site ID :  43.34.16.62E.23.9.2.16S","MDG","UNKNOWN"
2009,"Madagascar","Ifaty, Tulear",-23.15,43.57,"substrate: 18.0: Hard coral : Bleached","Reef Check Submitted by Julia Smith. Site ID :  43.34.16.62E.23.9.2.16S","MDG","UNKNOWN"
1998,"Madagascar","Madagascar",-19,46.56,"In February and March, temperatures were 32-33°C. ","ReefBase","MDG","MEDIUM"
